Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Country 1,Country 2,Country 3,Country 4,Country 5,Country 6,Country 7,Country 8,Country 9,Country 10,Country 11,Country 12,Country 13,Country 14,Country 15,Country 16,Country 17,Country 18,University 1,University 2,University 3,University 4,University 5,University 6,University 7,University 8,University 9,University 10,University 11,University 12,University 13,University 14,University 15,University 16,University 17,University 18,Author with Affliliation 1,Author with Affliliation 2,Author with Affliliation 3,Author with Affliliation 4,Author with Affliliation 5,Author with Affliliation 6,Author with Affliliation 7,Author with Affliliation 8,Author with Affliliation 9,Author with Affliliation 10,Document Type,Publication Stage,Source,EID
"Dewi, Deshinta Arrova (55012068200)","Singh, Harprith Kaur Rajinder (57888674100)","Periasamy, Jeyarani (57829500000)","Kurniawan, T. B. (23492445600)","Henderi, Henderi (57205294521)","Hasibuan, M. S. (57191927671)","Nathan, Yogeswaran (57207964548)",,,,55012068200; 57888674100; 57829500000; 23492445600; 57205294521; 57191927671; 57207964548,Incorporate Transformer-Based Models for Anomaly Detection,2025,Journal of Applied Data Sciences,0,10.47738/jads.v6i3.762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012376683&doi=10.47738%2Fjads.v6i3.762&partnerID=40&md5=1ef2385794555482b29c1192b5bdb805,Malaysia,Indonesia,Indonesia,Indonesia,Malaysia,,,,,,,,,,,,,,INTI International University,Universitas Bina Darma,Universitas Raharja,Institute of Informatics and Business (IIB) Darmajaya,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,Deshinta Arrova Dewi - INTI International University,Harprith Kaur Rajinder Singh - INTI International University,Jeyarani Periasamy - INTI International University,T. B. Kurniawan - Palembang,Henderi Henderi - Universitas Raharja,M. S. Hasibuan - Institute of Informatics and Business (IIB) Darmajaya,Yogeswaran Nathan - Asia Pacific University of Technology and Innovation,,,,Article,Final,Scopus,2-s2.0-105012376683
"Sooriamoorthy, Denesh (57220863640)","Manoharan, Aaruththiran (57827974800)","Sivanesan, Sivakumar (57203359474)","Soon, Kian Lun (57205191659)","Cheong, Alexander Chee Hon (60013652700)","Perumal, Sathish Kumar Selva (59207427900)",,,,,57220863640; 57827974800; 57203359474; 57205191659; 60013652700; 59207427900,Optimizing solar maximum power point tracking with adaptive PSO: A comparative analysis of inertia weight and acceleration coefficient strategies,2025,Results in Engineering,1,10.1016/j.rineng.2025.106429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011583897&doi=10.1016%2Fj.rineng.2025.106429&partnerID=40&md5=f1f0226838c1fc918e3e2dd2f894c0a1,Malaysia,Singapore,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Newcastle University Singapore,,,,,,,,,,,,,,,,,Denesh Sooriamoorthy - Asia Pacific University of Technology and Innovation,Aaruththiran Manoharan - Singapore City,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,Kian Lun Soon - Asia Pacific University of Technology and Innovation,Alexander Chee Hon Cheong - Asia Pacific University of Technology and Innovation,Sathish Kumar Selva Perumal - Asia Pacific University of Technology and Innovation,,,,,Article,Final,Scopus,2-s2.0-105011583897
"Maghami, Mohammad Reza (56127745700)",,,,,,,,,,56127745700,The role of solar energy in mitigating the impact of EV charging modes on distribution networks,2025,Results in Engineering,1,10.1016/j.rineng.2025.106009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010131728&doi=10.1016%2Fj.rineng.2025.106009&partnerID=40&md5=0e49d5dc27a3d94306c64ee2421d083c,Malaysia,Iran,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Alzahra University,,,,,,,,,,,,,,,,,Mohammad Reza Maghami - Kuala Lumpur,,,,,,,,,,Article,Final,Scopus,2-s2.0-105010131728
"Dizayee, Wala Gazey Mahmood (56670360200)","Mohammed, M. A. (57200677804)","Mohammed, Zorah (57212061591)","Mahmoud, Hassab Alla M.A. (57738206100)","Abdulnabi, Mohamed Shabbir Hamza (59721334500)","AbdulKareem-Alsultan, G. (59763547900)","Nassar, Maadh Fawzi (57225108751)",,,,56670360200; 57200677804; 57212061591; 57738206100; 59721334500; 59763547900; 57225108751,Lightweight and broadband NiO/Ni/borophene foams for enhanced electromagnetic wave attenuation,2025,Journal of Science: Advanced Materials and Devices,3,10.1016/j.jsamd.2025.100934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008638745&doi=10.1016%2Fj.jsamd.2025.100934&partnerID=40&md5=3993b9e829244965460b9d5fe7005974,Iraq,Iraq,Iraq,Iraq,Iraq,Saudi Arabia,Malaysia,Malaysia,Malaysia,Malaysia,,,,,,,,,Salahaddin University-Erbil,Knowledge University,University of Al-Qadisiyah,Imam Alkadhim University College,Mazaya University College,King Khalid University,Asia Pacific University of Technology and Innovation,Universiti Putra Malaysia,Universiti Putra Malaysia,Universiti Putra Malaysia,,,,,,,,,Wala Gazey Mahmood Dizayee - Salahaddin University-Erbil,M. A. Mohammed - University of Al-Qadisiyah,Zorah Mohammed - Imam Alkadhim University College,Hassab Alla M.A. Mahmoud - King Khalid University,Mohamed Shabbir Hamza Abdulnabi - Asia Pacific University of Technology and Innovation,G. AbdulKareem-Alsultan - Universiti Putra Malaysia,Maadh Fawzi Nassar - Universiti Putra Malaysia,,,,Article,Final,Scopus,2-s2.0-105008638745
"Assareh, Ehsanolah (35145449000)","Izadyar, Nima (56768095900)","Jamei, Elmira (55480834100)","Monzavian, Mohammad Amin (59457964600)","Agarwal, Saurabh (57190606444)","Agarwal, Neha (57210697707)",,,,,35145449000; 56768095900; 55480834100; 59457964600; 57190606444; 57210697707,Optimizing solar-powered multi-generation systems for sustainable energy management in university buildings using Neural Networks and Genetic Algorithms,2025,Journal of Building Engineering,0,10.1016/j.jobe.2025.112939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005516648&doi=10.1016%2Fj.jobe.2025.112939&partnerID=40&md5=32ddd6586da30eba9be679b2a6ecbfa1,Malaysia,Australia,Iran,Australia,South Korea,South Korea,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Victoria University,Islamic Azad University,Victoria University Melbourne,Yeungnam University,Yeungnam University,,,,,,,,,,,,,Ehsanolah Assareh - Kuala Lumpur,Nima Izadyar - Victoria University,Elmira Jamei - Victoria University,Mohammad Amin Monzavian - Islamic Azad University,Saurabh Agarwal - Yeungnam University,Neha Agarwal - Yeungnam University,,,,,Article,Final,Scopus,2-s2.0-105005516648
"Maghami, Mohammad Reza (56127745700)","Pasupuleti, Jagadeesh (11340187300)","Mutambara, Arthur G.O. (6603367193)","Ekanayake, Janaka Bandara (7003409510)",,,,,,,56127745700; 11340187300; 6603367193; 7003409510,Mitigation Technique Using a Hybrid Energy Storage and Time-of-Use (TOU) Approach in Photovoltaic Grid Connection,2025,Technologies,0,10.3390/technologies13080339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014314033&doi=10.3390%2Ftechnologies13080339&partnerID=40&md5=a28c31a970407a60d5786a9dc998403d,Malaysia,South Africa,Malaysia,Sri Lanka,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,University of Johannesburg,Universiti Tenaga Nasional,University of Peradeniya,,,,,,,,,,,,,,,Mohammad Reza Maghami - Kuala Lumpur,Jagadeesh Pasupuleti - Kajang,Arthur G.O. Mutambara - Johannesburg,Janaka Bandara Ekanayake - University of Peradeniya,,,,,,,Article,Final,Scopus,2-s2.0-105014314033
"ALGhafri, Houda Saif (59207243700)","Lim, Chia Sien (59109009700)",,,,,,,,,59207243700; 59109009700,Fine-Tuning Models for Histopathological Classification of Colorectal Cancer,2025,Diagnostics,0,10.3390/diagnostics15151947,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013298386&doi=10.3390%2Fdiagnostics15151947&partnerID=40&md5=b89a104d0bbde7da948fa9982ed6561a,Oman,Malaysia,,,,,,,,,,,,,,,,,University of Technology and Applied Sciences Muscat,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Houda Saif ALGhafri - University of Technology and Applied Sciences Muscat,Chia Sien Lim - Asia Pacific University of Technology and Innovation,,,,,,,,,Article,Final,Scopus,2-s2.0-105013298386
"Zafar, Mudasar (57213077794)","Sakidin, Hamzah Bin (34875640500)","Hussain, Abida (57190938915)","Daabo, Ahmed Mahmood (57190343632)","Ullah, Farman (57387570000)","Ramasamy, Rajasegeran (60035977500)","Nazar, Roslinda Mohd (7006811882)","Sheremet, Mikhail A. (12766763900)","Al-Yaari, Abdullah (57393364900)","Khan, Iliyas Karim (59768445200)",57213077794; 34875640500; 57190938915; 57190343632; 57387570000; 60035977500; 7006811882; 12766763900; 57393364900; 59768445200,An improved mathematical model for hypothetical oil reservoir for optimum oil recovery using magnetic nanomaterials,2025,PLOS ONE,0,10.1371/journal.pone.0328661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012968404&doi=10.1371%2Fjournal.pone.0328661&partnerID=40&md5=9d5645c5ddc4004e99dbd4fd70ae5b3f,Malaysia,Malaysia,Iraq,Pakistan,Malaysia,Russian Federation,Yemen,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Universiti Teknologi PETRONAS,University of Mosul,University of Science and Technology Bannu,Universiti Kebangsaan Malaysia,Tomsk State University,Thamar University,,,,,,,,,,,,Mudasar Zafar - Asia Pacific University of Technology and Innovation,Hamzah Bin Sakidin - Universiti Teknologi PETRONAS,Abida Hussain - Universiti Teknologi PETRONAS,Ahmed Mahmood Daabo - University of Mosul,Farman Ullah - University of Science and Technology Bannu,Rajasegeran Ramasamy - Asia Pacific University of Technology and Innovation,Roslinda Mohd Nazar - Universiti Kebangsaan Malaysia,Mikhail A. Sheremet - Tomsk State University,Abdullah Al-Yaari - Thamar University,Iliyas Karim Khan - Universiti Teknologi PETRONAS,Article,Final,Scopus,2-s2.0-105012968404
"Anam, Rajibul (43060944600)","Ho, C. K (7404653454)","Ahmed, Ajwad (60030181300)",,,,,,,,43060944600; 7404653454; 60030181300,Enhancing Learning and Social Skills in Children with ASD-MLN: An Exploratory Study with Augmented Reality Intervention,2025,SN Computer Science,0,10.1007/s42979-025-04262-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012622710&doi=10.1007%2Fs42979-025-04262-0&partnerID=40&md5=8f63103f34046c9b41fa69b7908e254a,Bangladesh,Malaysia,Malaysia,,,,,,,,,,,,,,,,ZNRF University of Management Sciences,Asia Pacific University of Technology and Innovation,Universiti Tunku Abdul Rahman,,,,,,,,,,,,,,,,Rajibul Anam - Pragati Sarani,C. K Ho - Kuala Lumpur,Ajwad Ahmed - Kajang,,,,,,,,Article,Final,Scopus,2-s2.0-105012622710
"Zhou, Yifan (59974002200)","Ramayah, T. (57222416490)","Yusof, Rosmelisa (57214767136)","Zhang, Peng (59974679000)","Li, Xiaojuan (59974846100)","Ling, Shengkai (59974002300)",,,,,59974002200; 57222416490; 57214767136; 59974679000; 59974846100; 59974002300,Factors influencing innovative work behavior among teachers in the higher education sectors in China: The role of work engagement as a mediator and artificial intelligence as a moderator,2025,Acta Psychologica,0,10.1016/j.actpsy.2025.105232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009749774&doi=10.1016%2Fj.actpsy.2025.105232&partnerID=40&md5=5b95a209b796c7b956c2480cfe892ecc,China,Malaysia,Malaysia,Bangladesh,India,Indonesia,Oman,Jordan,Malaysia,China,China,China,,,,,,,Wenzhou Polytechnic,Universiti Sains Malaysia,Sunway Business School (SBS),Daffodil International University,University Center for Research & Development (UCRD),Fakultas Ekonomi dan Bisnis,Sohar University,School of Business University of Jordan,Asia Pacific University of Technology and Innovation,Zhengzhou Business University,Wenzhou University of Technology,Ningbo University of Finance & Economics,,,,,,,Yifan Zhou - Wenzhou,T. Ramayah - Universiti Sains Malaysia,Rosmelisa Yusof - Universiti Sains Malaysia,Peng Zhang - Universiti Sains Malaysia,Xiaojuan Li - Wenzhou,Shengkai Ling - Ningbo,,,,,Article,Final,Scopus,2-s2.0-105009749774
"Teoh, Wei Ean (59974215000)","Ahmad, Hafisoh Binti (58588669000)","Jen, Chew Wei (59974379500)","Ismail, Hafizul Azizi Bin (57201774287)",,,,,,,59974215000; 58588669000; 59974379500; 57201774287,3D SPATIAL FINGER RECOGNITION FOR TEXT INPUT IN XR USING MMWAVE RADAR SENSING,2025,Journal of Engineering Science and Technology,0,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009712909&partnerID=40&md5=e5588e9e23e336badd2d36602298e709,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Taylor's University Malaysia,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Wei Ean Teoh - Taylor's University Malaysia,Hafisoh Binti Ahmad - Taylor's University Malaysia,Chew Wei Jen - Taylor's University Malaysia,Hafizul Azizi Bin Ismail - Kuala Lumpur,,,,,,,Article,Final,Scopus,2-s2.0-105009712909
"Adil, Muhammad Taimoor (57215830410)","Farouk, Ahmed (56814623800)","Ali, Aitizaz (56242072300)","Song, Houbing (59545007500)","Jin, Zhanpeng (59157689900)",,,,,,57215830410; 56814623800; 56242072300; 59545007500; 59157689900,"Securing Tomorrow of Next-Generation Technologies with Biometrics, State-of-The-Art Techniques, Open Challenges, and Future Research Directions",2025,Computer Science Review,2,10.1016/j.cosrev.2025.100750,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009595025&doi=10.1016%2Fj.cosrev.2025.100750&partnerID=40&md5=6a157f18acf1108e92cb1dc13d2d1c34,United States,Egypt,Malaysia,United States,China,,,,,,,,,,,,,,School of Engineering and Applied Sciences,Hurghada University,Asia Pacific University of Technology and Innovation,University of Maryland,South China University of Technology,,,,,,,,,,,,,,Muhammad Taimoor Adil - Buffalo,Ahmed Farouk - Hurghada University,Aitizaz Ali - Asia Pacific University of Technology and Innovation,Houbing Song - University of Maryland,Zhanpeng Jin - South China University of Technology,,,,,,Review,Final,Scopus,2-s2.0-105009595025
"Nazrin, S. N. (57201365934)","Doroody, C. (56905467200)","Burhanuddin, Liyana Adilla (56105259400)","Jothi, Neesha (54928769700)","Ibrahim, Noraini (59416594700)","Zaman, Halimah Badioze (57226220128)","Tahir, Mohd Haniff (59929677000)","Soudagar, Manzoore Elahi Mohammed (57194384501)","Ramesh, S. (7103211834)","Shelare, Sagar D. (57195928420)",57201365934; 56905467200; 56105259400; 54928769700; 59416594700; 57226220128; 59929677000; 57194384501; 7103211834; 57195928420,Machine learning-driven prediction of optical and physical properties in lanthanum and gold-doped zinc borotellurite glasses for optoelectronic applications,2025,Ceramics International,0,10.1016/j.ceramint.2025.04.231,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007301064&doi=10.1016%2Fj.ceramint.2025.04.231&partnerID=40&md5=a7f09b0c38a8e25b32bcfe01619da8bc,Malaysia,Malaysia,Malaysia,India,China,India,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,India,India,India,India,India,Azerbaijan,Jordan,Asia Pacific University of Technology and Innovation,Universiti Tenaga Nasional,Universiti Tenaga Nasional,Uttaranchal University,Zhejiang Xingyu Mechanical and Electrical Technology Company Ltd.,Lovely Professional University,Universiti Teknologi Malaysia,Universiti Tenaga Nasional,Universiti Malaysia Pahang Al-Sultan Abdullah,Universiti Pendidikan Sultan Idris,Universiti Malaya,Chitkara University,Graphic Era Deemed to be University,Priyadarshini College of Engineering,Chandigarh University,Chitkara University,Western Caspian University Baku,Jadara University,S. N. Nazrin - Asia Pacific University of Technology and Innovation,C. Doroody - Kajang,Liyana Adilla Burhanuddin - Johor Bahru,Neesha Jothi - Universiti Tenaga Nasional,Noraini Ibrahim - Universiti Malaysia Pahang Al-Sultan Abdullah,Halimah Badioze Zaman - Universiti Tenaga Nasional,Mohd Haniff Tahir - Universiti Pendidikan Sultan Idris,Manzoore Elahi Mohammed Soudagar - Universiti Malaya,S. Ramesh - Universiti Malaya,Sagar D. Shelare - Priyadarshini College of Engineering,Article,Final,Scopus,2-s2.0-105007301064
"Ullah, Farman (57387570000)","Guan, B. H. (55992083300)","Zafar, Mudasar (57213077794)","Hira, Noor e. (58074279300)","Khan, Hizbullah (58843001500)","Mohamed Saheed, Mohamed Shuaib (57211415541)",,,,,57387570000; 55992083300; 57213077794; 58074279300; 58843001500; 57211415541,Synergistic enhancement in PEC hydrogen production using novel GQDs and CuO modified TiO2 based heterostructure photocatalyst,2025,Materials Chemistry and Physics,1,10.1016/j.matchemphys.2025.130781,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001376876&doi=10.1016%2Fj.matchemphys.2025.130781&partnerID=40&md5=3cfe2f7816aaa6b1d9d354c15dec4708,Malaysia,Malaysia,Pakistan,Malaysia,Malaysia,Pakistan,Malaysia,,,,,,,,,,,,Universiti Teknologi PETRONAS,Universiti Teknologi PETRONAS,University of Science and Technology Bannu,Asia Pacific University of Technology and Innovation,Universiti Teknologi PETRONAS,University of Science and Technology Bannu,Universiti Teknologi PETRONAS,,,,,,,,,,,,Farman Ullah - Seri Iskandar,B. H. Guan - Universiti Teknologi PETRONAS,Mudasar Zafar - Asia Pacific University of Technology and Innovation,Noor e. Hira - Universiti Teknologi PETRONAS,Hizbullah Khan - University of Science and Technology Bannu,Mohamed Shuaib Mohamed Saheed - Seri Iskandar,,,,,Article,Final,Scopus,2-s2.0-105001376876
"Ibrahim, Ashraf Osman (55858232900)","Elfadel, Elsadig Mohammed Elbushra (59706758600)","Hashem, Ibrahim Abaker Targio (59129663800)","Syed, Hassan Jamil (57194164127)","Ismail, Mohd Arfian (56275344400)","Osman, Ahmed Hamza (57195740148)","Ahmed, Ali (58595757000)",,,,55858232900; 59706758600; 59129663800; 57194164127; 56275344400; 57195740148; 58595757000,"The Artificial Bee Colony Algorithm: A Comprehensive Survey of Variants, Modifications, Applications, Developments, and Opportunities",2025,Archives of Computational Methods in Engineering,0,10.1007/s11831-025-10269-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000819005&doi=10.1007%2Fs11831-025-10269-w&partnerID=40&md5=0d89fcf736dd213e899e5087b8e4b94d,Malaysia,Malaysia,Sudan,United Arab Emirates,Malaysia,Malaysia,Saudi Arabia,Saudi Arabia,,,,,,,,,,,Universiti Teknologi PETRONAS,Universiti Teknologi PETRONAS,The Future University,University of Sharjah,Asia Pacific University of Technology and Innovation,Universiti Malaysia Pahang Al-Sultan Abdullah,Faculty of Computing and Information Technology,Faculty of Computing and Information Technology in Rabigh,,,,,,,,,,,Ashraf Osman Ibrahim - Universiti Teknologi PETRONAS,Elsadig Mohammed Elbushra Elfadel - The Future University,Ibrahim Abaker Targio Hashem - University of Sharjah,Hassan Jamil Syed - Kuala Lumpur,Mohd Arfian Ismail - Universiti Malaysia Pahang Al-Sultan Abdullah,Ahmed Hamza Osman - Faculty of Computing and Information Technology,Ali Ahmed - King Abdulaziz University,,,,Article,Final,Scopus,2-s2.0-105000819005
"Maryam, Zahra (59983813800)",Asad-Ur-Rehman (60006880200),"Nawal, Ayesha (57463166900)","Shoaib, Muhammad (57225396777)","Ullah, Ihtisham (59736777900)",,,,,,59983813800; 60006880200; 57463166900; 57225396777; 59736777900,Examining the Relationship Between IELTS Preparation and English Language Proficiency Skills of International Students,2025,Journal of International Students,0,10.32674/rv7pqq16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011148864&doi=10.32674%2Frv7pqq16&partnerID=40&md5=2c0c80015c9c10d859204bf28159b519,Malaysia,Malaysia,Czech Republic,Malaysia,,,,,,,,,,,,,,,Universiti Tun Hussein Onn Malaysia,Management & Science University,Tomas Bata University in Zlin,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,Zahra Maryam - Batu Pahat,null Asad-Ur-Rehman - Malaysia,Ayesha Nawal - Malaysia,Muhammad Shoaib - Zlin,Ihtisham Ullah - Kuala Lumpur,,,,,,Article,Final,Scopus,2-s2.0-105011148864
"Tee, Poh Kiong (57191344245)","Amanda, Tjahjana Maria Felita (60011196200)","Ng, Chee Pung (58945221800)","Chai, Wongling (60011196300)","Ahmad, Rohizan (57208834358)",,,,,,57191344245; 60011196200; 58945221800; 60011196300; 57208834358,"Live stream shopping in Indonesia: How KOLs, interactivity and playfulness drive perceived value and impulsive purchases in fashion",2025,nan,0,10.4018/979-8-3373-2018-2.ch008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011428823&doi=10.4018%2F979-8-3373-2018-2.ch008&partnerID=40&md5=fcf43563250d6027ddb96bbe689d5b2a,Malaysia,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,,,Mila University,Asia Pacific University of Technology and Innovation,INTI International University,Universiti Malaysia Sabah,,,,,,,,,,,,,,,Poh Kiong Tee - Nilai,Tjahjana Maria Felita Amanda - Kuala Lumpur,Chee Pung Ng - Nilai,Wongling Chai - Kota Kinabalu,Rohizan Ahmad - Kuala Lumpur,,,,,,Book chapter,Final,Scopus,2-s2.0-105011428823
"Raza, Ahmad (58253395500)","Shakeel, Moonis (57040865800)","Khan, Md Imran (57253520900)","Atif, Fatima (59652820800)","Parveen, Rashida (59652820900)",,,,,,58253395500; 57040865800; 57253520900; 59652820800; 59652820900,"Identifying the recent trends, voids, and opportunities of sustainable finance via artificial intelligence, big data and analytics",2025,Multidisciplinary Reviews,0,10.31893/multirev.2025234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218770852&doi=10.31893%2Fmultirev.2025234&partnerID=40&md5=e4a5882c2d22db30facecb6a49bca7ff,India,Malaysia,,,,,,,,,,,,,,,,,Jamia Millia Islamia,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Ahmad Raza - Jamia Millia Islamia,Moonis Shakeel - Jamia Millia Islamia,Md Imran Khan - Jamia Millia Islamia,Fatima Atif - Asia Pacific University of Technology and Innovation,Rashida Parveen - Jamia Millia Islamia,,,,,,Article,Final,Scopus,2-s2.0-85218770852
"Yaghoubi, Elaheh (57222405195)","Yaghoubi, Elnaz (57222405196)","Maghami, Mohammad Reza (56127745700)","Jahromi, Mehdi Zareian (55320270100)",,,,,,,57222405195; 57222405196; 56127745700; 55320270100,Comprehensive technical risk indices and advanced methodologies for power system risk management,2025,Electric Power Systems Research,4,10.1016/j.epsr.2025.111534,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218096330&doi=10.1016%2Fj.epsr.2025.111534&partnerID=40&md5=b418425a6d625bc667a66c24b118f0ae,Turkey,Malaysia,Iran,Iran,,,,,,,,,,,,,,,Karabük Üniversitesi,Asia Pacific University of Technology and Innovation,Alzahra University,Amirkabir University of Technology,,,,,,,,,,,,,,,Elaheh Yaghoubi - Karabük Üniversitesi,Elnaz Yaghoubi - Karabük Üniversitesi,Mohammad Reza Maghami - Kuala Lumpur,Mehdi Zareian Jahromi - Amirkabir University of Technology,,,,,,,Review,Final,Scopus,2-s2.0-85218096330
"Chanda, Razib Chandra (58238379400)","Vafaei-Zadeh, Ali (57195372582)","Hanifah, Haniruzila Md (57195371636)","Ramayah, T. (57222416490)",,,,,,,58238379400; 57195372582; 57195371636; 57222416490,"Artificial intelligence teaching assistant adoption in university education: Key drivers through the ability, motivation and opportunity framework",2025,Education and Information Technologies,6,10.1007/s10639-025-13360-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217407886&doi=10.1007%2Fs10639-025-13360-8&partnerID=40&md5=192324182b2bff0cf6134529b3bb8cf5,Malaysia,Malaysia,Bangladesh,Malaysia,India,Oman,Jordan,Indonesia,Malaysia,,,,,,,,,,Graduate School of Business,Universiti Sains Malaysia,Daffodil International University,Sunway Business School (SBS),Chandigarh University,Sohar University,School of Business University of Jordan,Fakultas Ekonomi dan Bisnis,Asia Pacific University of Technology and Innovation,,,,,,,,,,Razib Chandra Chanda - Minden,Ali Vafaei-Zadeh - Minden,Haniruzila Md Hanifah - Minden,T. Ramayah - Universiti Sains Malaysia,,,,,,,Article,Final,Scopus,2-s2.0-85217407886
