Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Maheshwari, V.; Kumar, S.; Yew, B.C.; Wah, O.B.; Yee, A.S.V.; Razak, S.E.A.; Ramachandran, J.","Maheshwari, Vishal (59975894400); Kumar, Senthil (57201882926); Yew, Beh Ching (59975894500); Wah, Ooi Bee (59975535400); Yee, Angelina Seow Voon (57874446200); Razak, Shazrul Ekhmar Abdul (56286144900); Ramachandran, Jayalakshmy (56089759300)",59975894400; 57201882926; 59975894500; 59975535400; 57874446200; 56286144900; 56089759300,Qualitative factors affecting IT/IS startups valuation,2025,Multidisciplinary Reviews,0,10.31893/multirev.2025386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009819821&doi=10.31893%2Fmultirev.2025386&partnerID=40&md5=c90cbc9937bb669ce9a1cdb581b53c7c,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Universiti Putra Malaysia, Serdang, Selangor, Malaysia; The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia","Maheshwari, Vishal, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Kumar, Senthil, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Yew, Beh Ching, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Wah, Ooi Bee, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Yee, Angelina Seow Voon, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Razak, Shazrul Ekhmar Abdul, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Ramachandran, Jayalakshmy, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia",Review,Scopus,2-s2.0-105009819821
"Soon, K.L.; Lai, N.S.; Chow, C.-O.; Kanesan, J.; Yen, K.S.; Soon, L.T.","Soon, Kian Lun (57205191659); Lai, Nai Shyan (26655741900); Chow, Chee Onn (16241084600); Kanesan, Jeevan (26434800000); Yen, Kin Sam (35750858700); Soon, Lam Tatt (59904339800)",57205191659; 26655741900; 16241084600; 26434800000; 35750858700; 59904339800,A quantum-enhanced ensemble model to forecast battery state of health under varying discharging load,2025,Measurement: Journal of the International Measurement Confederation,5,10.1016/j.measurement.2025.118318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009654207&doi=10.1016%2Fj.measurement.2025.118318&partnerID=40&md5=b95f574ccdf9296ef49b9906cb0f922e,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; School of Mechanical Engineering, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; Building & Design, Taylor's University Malaysia, Subang Jaya, Selangor, Malaysia","Soon, Kian Lun, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Lai, Nai Shyan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Chow, Chee Onn, Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; Kanesan, Jeevan, Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; Yen, Kin Sam, School of Mechanical Engineering, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; Soon, Lam Tatt, Building & Design, Taylor's University Malaysia, Subang Jaya, Selangor, Malaysia",Article,Scopus,2-s2.0-105009654207
"Sooriamoorthy, D.; Juman, M.A.; Manoharan, A.; Nafea, M.; Shanmugam, A.","Sooriamoorthy, Denesh (57220863640); Juman, Mohammed Ayoub (57191225711); Manoharan, Aaruththiran (57827974800); Nafea, Marwan (57202923734); Shanmugam, Anandan (59913339500)",57220863640; 57191225711; 57827974800; 57202923734; 59913339500,An integrated convolutional neural network with zero-dimensional cardiovascular hemodynamics parameters for early cardiovascular disease detection,2025,Biomedical Signal Processing and Control,1,10.1016/j.bspc.2025.108171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006588646&doi=10.1016%2Fj.bspc.2025.108171&partnerID=40&md5=8371b49ce54bba9f81000683c88af81a,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Electrical and Robotics Engineering, Monash University Malaysia, Sunway City, Selangor, Malaysia; Department of Electrical and Electronic Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia","Sooriamoorthy, Denesh, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Juman, Mohammed Ayoub, Department of Electrical and Robotics Engineering, Monash University Malaysia, Sunway City, Selangor, Malaysia; Manoharan, Aaruththiran, Department of Electrical and Electronic Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia; Nafea, Marwan, Department of Electrical and Electronic Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia; Shanmugam, Anandan, Department of Electrical and Electronic Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia",Article,Scopus,2-s2.0-105006588646
"Akbar, M.; Ogalo, H.; Sankar, J.P.; Ramayah, R.","Akbar, Mahmood (59704889100); Ogalo, Habil Slade (57209607451); Sankar, Jayendira P. (57222758353); Ramayah, T. (57222416490)",59704889100; 57209607451; 57222758353; 57222416490,Exploring adoption of E-learning in the Gulf Cooperation Council (GCC) education sector,2025,Discover Sustainability,0,10.1007/s43621-025-00950-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000840133&doi=10.1007%2Fs43621-025-00950-2&partnerID=40&md5=7242ac716fcbc9d03ed827933302ea39,"Faculty of Business Studies, Arab Open University - Bahrain, A’ali, Bahrain; College of Administrative and Financial Sciences, University of Technology Bahrain, Salmabad, Bahrain; School of Management, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; Department of Information Technology & Management, Daffodil International University, Dhaka, Bangladesh; Department of Management, Sunway Business School (SBS), Sunway City, Selangor, Malaysia; Chandigarh University, Mohali, PB, India; Faculty of Business, Sohar University, Sohar, Oman; School of Business University of Jordan, Amman, Jordan; Fakultas Ekonomi dan Bisnis, Universitas Indonesia, Depok, West Java, Indonesia; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Akbar, Mahmood, Faculty of Business Studies, Arab Open University - Bahrain, A’ali, Bahrain; Ogalo, Habil Slade, Faculty of Business Studies, Arab Open University - Bahrain, A’ali, Bahrain; Sankar, Jayendira P., College of Administrative and Financial Sciences, University of Technology Bahrain, Salmabad, Bahrain; Ramayah, T., School of Management, Universiti Sains Malaysia, Gelugor, Penang, Malaysia, Department of Information Technology & Management, Daffodil International University, Dhaka, Bangladesh, Department of Management, Sunway Business School (SBS), Sunway City, Selangor, Malaysia, Chandigarh University, Mohali, PB, India, Faculty of Business, Sohar University, Sohar, Oman, School of Business University of Jordan, Amman, Jordan, Fakultas Ekonomi dan Bisnis, Universitas Indonesia, Depok, West Java, Indonesia, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Article,Scopus,2-s2.0-105000840133
"Qu, Y.; Chow, C.-O.; Chuah, J.H.; Soon, K.L.","Qu, Yingyi (60085965100); Chow, Chee Onn (16241084600); Chuah, Joon Huang (50161306600); Soon, Kian Lun (57205191659)",60085965100; 16241084600; 50161306600; 57205191659,A systematic review of Martian image segmentation techniques for Mars exploration (from 2019 to 2025),2025,Advances in Space Research,0,10.1016/j.asr.2025.08.042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015092882&doi=10.1016%2Fj.asr.2025.08.042&partnerID=40&md5=205b7185022cb32bb688171dcb999826,"Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; Faculty of Engineering and Information Technology, Southern University College, Skudai, Johor, Malaysia; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Qu, Yingyi, Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; Chow, Chee Onn, Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; Chuah, Joon Huang, Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia, Faculty of Engineering and Information Technology, Southern University College, Skudai, Johor, Malaysia; Soon, Kian Lun, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Article,Scopus,2-s2.0-105015092882
"Assareh, E.; Rismanchi, B.; Izadyer, N.; Bedakhanian, A.; Jamei, E.; Alagarasan, J.K.","Assareh, Ehsanolah (60132033900); Rismanchi, Behzad (23025790000); Izadyer, Nima (60132034000); Bedakhanian, Ali (57851188800); Jamei, Elmira (55480834100); Alagarasan, Jagadeesh Kumar (56200680900)",60132033900; 23025790000; 60132034000; 57851188800; 55480834100; 56200680900,Artificial Intelligence-based multi-objective optimization of a solar-driven system for hydrogen production with integrated oxygen and power Co-generation across different climates,2025,International Journal of Hydrogen Energy,0,10.1016/j.ijhydene.2025.151880,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018173598&doi=10.1016%2Fj.ijhydene.2025.151880&partnerID=40&md5=b0a573bde5320983b74b5984ceede430,"Department of Infrastructure Engineering, University of Melbourne, Melbourne, VIC, Australia; Technology Park, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Built Environment and Engineering Program, Victoria University, Melbourne, VIC, Australia; Victoria University Melbourne, Institute of Sustainable Industries and Liveable Cities, Melbourne, VIC, Australia; Technology and Architecture (FoST&A), Manipal University Jaipur, Jaipur, RJ, India","Assareh, Ehsanolah, Department of Infrastructure Engineering, University of Melbourne, Melbourne, VIC, Australia, Technology Park, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia, Built Environment and Engineering Program, Victoria University, Melbourne, VIC, Australia; Rismanchi, Behzad, Department of Infrastructure Engineering, University of Melbourne, Melbourne, VIC, Australia; Izadyer, Nima, Built Environment and Engineering Program, Victoria University, Melbourne, VIC, Australia, Victoria University Melbourne, Institute of Sustainable Industries and Liveable Cities, Melbourne, VIC, Australia; Bedakhanian, Ali, Technology Park, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Jamei, Elmira, Built Environment and Engineering Program, Victoria University, Melbourne, VIC, Australia, Victoria University Melbourne, Institute of Sustainable Industries and Liveable Cities, Melbourne, VIC, Australia; Alagarasan, Jagadeesh Kumar, Technology and Architecture (FoST&A), Manipal University Jaipur, Jaipur, RJ, India",Article,Scopus,2-s2.0-105018173598
"Zhang, D.; Zhao, F.; Leow, L.; Nguyen, N.T.; Al-Naimi, A.A.","Zhang, Dangli (57195399250); Zhao, Fuming (57222612786); Leow, Hon Wei (57204723491); Nguyen, Nhat Tan (57213921043); Al-Naimi, Ahmad A. (57695981900)",57195399250; 57222612786; 57204723491; 57213921043; 57695981900,Nexus between mineral rents and environmental sustainability: The role of economic policy uncertainty,2025,Natural Resources Forum,1,10.1111/1477-8947.12547,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201269379&doi=10.1111%2F1477-8947.12547&partnerID=40&md5=719eacacea7ef590f49c60a627483468,"School of Economics, Shaanxi University of Technology, Hanzhong, Shaanxi, China; Zhejiang Agriculture and Forestry University, Hangzhou, Zhejiiang, China; Zhejiang Agriculture and Forestry University, Hangzhou, Zhejiiang, China; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; UCSI University, Kuala Lumpur, Malaysia; Faculty of Business Administration, Ho Chi Minh City University of Foreign Languages and Information Technology, Ho Chi Minh City, Viet Nam; Department of Finance and Banking Sciences, Applied Science Private University, Amman, Jordan","Zhang, Dangli, School of Economics, Shaanxi University of Technology, Hanzhong, Shaanxi, China; Zhao, Fuming, Zhejiang Agriculture and Forestry University, Hangzhou, Zhejiiang, China, Zhejiang Agriculture and Forestry University, Hangzhou, Zhejiiang, China; Leow, Hon Wei, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia, UCSI University, Kuala Lumpur, Malaysia; Nguyen, Nhat Tan, Faculty of Business Administration, Ho Chi Minh City University of Foreign Languages and Information Technology, Ho Chi Minh City, Viet Nam; Al-Naimi, Ahmad A., Department of Finance and Banking Sciences, Applied Science Private University, Amman, Jordan",Article,Scopus,2-s2.0-85201269379
"Lakshmi, P.S.; Deepak, A.; Kumar, S.K.; Salau, A.O.; Ali, A.; Tin, T.T.","Lakshmi, P. Sree (60000084800); Deepak, A. V.S. (57210350224); Kumar, Muthuvel Suresh (55328538000); Salau, Ayodeji Olalekan (57204911824); Ali, Aitizaz (56242072300); Tin, Ting Tin (59904831500)",60000084800; 57210350224; 55328538000; 57204911824; 56242072300; 59904831500,Peacock Feather Shaped Antenna With Super High Frequency Band for Wireless Applications,2025,Engineering Reports,0,10.1002/eng2.70350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021569519&doi=10.1002%2Feng2.70350&partnerID=40&md5=916802728c9716343e769492009b4e08,"Department of Electrical & Computer Engineering, Saveetha School of Engineering, Chennai, TN, India; Department of Nano Electronics Materials and Sensors, Saveetha School of Engineering, Chennai, TN, India; Department of Electrical/Electronics and Computer Engineering, Afe Babalola University, Ado-Ekiti, Nigeria; Saveetha School of Engineering, Chennai, TN, India; Chitkara University, Punjab, Rajpura, PB, India; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Faculty of Data Science and Information Technology, INTI International University, Nilai, Negeri Sembilan, Malaysia","Lakshmi, P. Sree, Department of Electrical & Computer Engineering, Saveetha School of Engineering, Chennai, TN, India; Deepak, A. V.S., Department of Nano Electronics Materials and Sensors, Saveetha School of Engineering, Chennai, TN, India; Kumar, Muthuvel Suresh, Department of Nano Electronics Materials and Sensors, Saveetha School of Engineering, Chennai, TN, India; Salau, Ayodeji Olalekan, Department of Electrical/Electronics and Computer Engineering, Afe Babalola University, Ado-Ekiti, Nigeria, Saveetha School of Engineering, Chennai, TN, India, Chitkara University, Punjab, Rajpura, PB, India; Ali, Aitizaz, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Tin, Ting Tin, Faculty of Data Science and Information Technology, INTI International University, Nilai, Negeri Sembilan, Malaysia",Article,Scopus,2-s2.0-105021569519
"Yang, F.; Ahmad, A.","Yang, Fan (55321913200); Ahmad, Albattat Rasmi Suleiman (57079095000)",55321913200; 57079095000,"Development and Validation of the ASSU Model for Age-Friendly E-Service Quality: An Independent Research Aligned With the ISO 25556:2025 Evidence From Senior Tourists in Guilin, China",2025,SAGE Open,0,10.1177/21582440251394643,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021433327&doi=10.1177%2F21582440251394643&partnerID=40&md5=0c7540b8097bef81b4cacf2a035b8475,"Guilin University of Aerospace Technology, Guilin, Guangxi, China; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Yang, Fan, Guilin University of Aerospace Technology, Guilin, Guangxi, China, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ahmad, Albattat Rasmi Suleiman, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Article,Scopus,2-s2.0-105021433327
"Chang, R.; Vafaei-Zadeh, A.; Hanifah, H.; Nikbin, D.; Ramayah, R.","Chang, Ruiqi (59120552800); Vafaei-Zadeh, Ali (57195372582); Hanifah, Haniruzila Md (57195371636); Nikbin, Davoud (37028801200); Ramayah, T. (57222416490)",59120552800; 57195372582; 57195371636; 37028801200; 57222416490,"Modelling mobility as a service (MaaS) adoption using perceived value, trust and attitude: The contingent role of environmental consciousness",2025,Energy Strategy Reviews,0,10.1016/j.esr.2025.101934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017800561&doi=10.1016%2Fj.esr.2025.101934&partnerID=40&md5=599025a1e2ac4aef5af00bd855690cb8,"School of Automobiles, Henan College of Transportation, Zhengzhou, Henan, China; School of Business, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; College of Economics and Political Science, Sultan Qaboos University, Muscat, Oman; School of Management, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; Sunway Business School (SBS), Sunway City, Selangor, Malaysia; Department of Information Technology & Management, Daffodil International University, Dhaka, Bangladesh; Faculty of Business, Sohar University, Sohar, Oman; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Chandigarh University, Mohali, PB, India; School of Business University of Jordan, Amman, Jordan; Fakultas Ekonomi dan Bisnis, Universitas Indonesia, Depok, West Java, Indonesia","Chang, Ruiqi, School of Automobiles, Henan College of Transportation, Zhengzhou, Henan, China, School of Business, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; Vafaei-Zadeh, Ali, School of Business, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; Hanifah, Haniruzila Md, School of Business, Universiti Sains Malaysia, Gelugor, Penang, Malaysia; Nikbin, Davoud, College of Economics and Political Science, Sultan Qaboos University, Muscat, Oman; Ramayah, T., School of Management, Universiti Sains Malaysia, Gelugor, Penang, Malaysia, Sunway Business School (SBS), Sunway City, Selangor, Malaysia, Department of Information Technology & Management, Daffodil International University, Dhaka, Bangladesh, Faculty of Business, Sohar University, Sohar, Oman, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia, Chandigarh University, Mohali, PB, India, School of Business University of Jordan, Amman, Jordan, Fakultas Ekonomi dan Bisnis, Universitas Indonesia, Depok, West Java, Indonesia",Article,Scopus,2-s2.0-105017800561
